name,display_name,types,image,generation,generation_label,total,hp,attack,defense,sp_atk,sp_def,speed,level,evolution_paths
oshawott,Oshawott,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/oshawott.jpg,generation-v,Generation V,308.0,55.0,55.0,45.0,,,45.0,(Level 17),"[{""evolves_to"": ""Dewott"", ""condition"": ""(Level 17)""}]"
dewott,Dewott,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/dewott.jpg,generation-v,Generation V,413.0,75.0,75.0,60.0,,,60.0,,[]
samurott,Samurott,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/samurott.jpg,generation-v,Generation V,528.0,95.0,100.0,85.0,,,70.0,,[]
patrat,Patrat,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/patrat.jpg,generation-v,Generation V,255.0,45.0,55.0,39.0,,,42.0,(Level 20),"[{""evolves_to"": ""Watchog"", ""condition"": ""(Level 20)""}]"
watchog,Watchog,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/watchog.jpg,generation-v,Generation V,420.0,60.0,85.0,69.0,,,77.0,,[]
lillipup,Lillipup,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/lillipup.jpg,generation-v,Generation V,275.0,45.0,60.0,45.0,,,55.0,(Level 16),"[{""evolves_to"": ""Herdier"", ""condition"": ""(Level 16)""}]"
herdier,Herdier,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/herdier.jpg,generation-v,Generation V,370.0,65.0,80.0,65.0,,,60.0,(Level 32),"[{""evolves_to"": ""Stoutland"", ""condition"": ""(Level 32)""}]"
stoutland,Stoutland,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/stoutland.jpg,generation-v,Generation V,500.0,85.0,110.0,90.0,,,80.0,,[]
purrloin,Purrloin,"[""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/purrloin.jpg,generation-v,Generation V,281.0,41.0,50.0,37.0,,,66.0,(Level 20),"[{""evolves_to"": ""Liepard"", ""condition"": ""(Level 20)""}]"
liepard,Liepard,"[""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/liepard.jpg,generation-v,Generation V,446.0,64.0,88.0,50.0,,,106.0,,[]
pansage,Pansage,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/pansage.jpg,generation-v,Generation V,316.0,50.0,53.0,48.0,,,64.0,(use Leaf Stone),"[{""evolves_to"": ""Simisage"", ""condition"": ""(use Leaf Stone)""}]"
simisage,Simisage,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/simisage.jpg,generation-v,Generation V,498.0,75.0,98.0,63.0,,,101.0,,[]
pansear,Pansear,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/pansear.jpg,generation-v,Generation V,316.0,50.0,53.0,48.0,,,64.0,(use Fire Stone),"[{""evolves_to"": ""Simisear"", ""condition"": ""(use Fire Stone)""}]"
simisear,Simisear,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/simisear.jpg,generation-v,Generation V,498.0,75.0,98.0,63.0,,,101.0,,[]
panpour,Panpour,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/panpour.jpg,generation-v,Generation V,316.0,50.0,53.0,48.0,,,64.0,(use Water Stone),"[{""evolves_to"": ""Simipour"", ""condition"": ""(use Water Stone)""}]"
simipour,Simipour,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/simipour.jpg,generation-v,Generation V,498.0,75.0,98.0,63.0,,,101.0,,[]
munna,Munna,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/munna.jpg,generation-v,Generation V,292.0,76.0,25.0,45.0,,,24.0,(use Moon Stone),"[{""evolves_to"": ""Musharna"", ""condition"": ""(use Moon Stone)""}]"
musharna,Musharna,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/musharna.jpg,generation-v,Generation V,487.0,116.0,55.0,85.0,,,29.0,,[]
pidove,Pidove,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/pidove.jpg,generation-v,Generation V,264.0,50.0,55.0,50.0,,,43.0,(Level 21),"[{""evolves_to"": ""Tranquill"", ""condition"": ""(Level 21)""}]"
tranquill,Tranquill,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/tranquill.jpg,generation-v,Generation V,358.0,62.0,77.0,62.0,,,65.0,(Level 32),"[{""evolves_to"": ""Unfezant"", ""condition"": ""(Level 32)""}]"
unfezant,Unfezant,"[""Normal"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/unfezant.jpg,generation-v,Generation V,488.0,80.0,115.0,80.0,,,93.0,,[]
blitzle,Blitzle,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/blitzle.jpg,generation-v,Generation V,295.0,45.0,60.0,32.0,,,76.0,(Level 27),"[{""evolves_to"": ""Zebstrika"", ""condition"": ""(Level 27)""}]"
zebstrika,Zebstrika,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/zebstrika.jpg,generation-v,Generation V,497.0,75.0,100.0,63.0,,,116.0,,[]
roggenrola,Roggenrola,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/roggenrola.jpg,generation-v,Generation V,280.0,55.0,75.0,85.0,,,15.0,(Level 25),"[{""evolves_to"": ""Boldore"", ""condition"": ""(Level 25)""}]"
boldore,Boldore,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/boldore.jpg,generation-v,Generation V,390.0,70.0,105.0,105.0,,,20.0,(Trade),"[{""evolves_to"": ""Gigalith"", ""condition"": ""(Trade)""}]"
gigalith,Gigalith,"[""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/gigalith.jpg,generation-v,Generation V,515.0,85.0,135.0,130.0,,,25.0,,[]
woobat,Woobat,"[""Psychic"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/woobat.jpg,generation-v,Generation V,323.0,65.0,45.0,43.0,,,72.0,(high Friendship),"[{""evolves_to"": ""Swoobat"", ""condition"": ""(high Friendship)""}]"
swoobat,Swoobat,"[""Psychic"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/swoobat.jpg,generation-v,Generation V,425.0,67.0,57.0,55.0,,,114.0,,[]
drilbur,Drilbur,"[""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/drilbur.jpg,generation-v,Generation V,328.0,60.0,85.0,40.0,,,68.0,(Level 31),"[{""evolves_to"": ""Excadrill"", ""condition"": ""(Level 31)""}]"
excadrill,Excadrill,"[""Ground"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/excadrill.jpg,generation-v,Generation V,508.0,110.0,135.0,60.0,,,88.0,,[]
audino,Audino,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/audino.jpg,generation-v,Generation V,445.0,103.0,60.0,86.0,,,50.0,,
timburr,Timburr,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/timburr.jpg,generation-v,Generation V,305.0,75.0,80.0,55.0,,,35.0,(Level 25),"[{""evolves_to"": ""Gurdurr"", ""condition"": ""(Level 25)""}]"
gurdurr,Gurdurr,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/gurdurr.jpg,generation-v,Generation V,405.0,85.0,105.0,85.0,,,40.0,(Trade),"[{""evolves_to"": ""Conkeldurr"", ""condition"": ""(Trade)""}]"
conkeldurr,Conkeldurr,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/conkeldurr.jpg,generation-v,Generation V,505.0,105.0,140.0,95.0,,,45.0,,[]
tympole,Tympole,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/tympole.jpg,generation-v,Generation V,294.0,50.0,50.0,40.0,,,64.0,(Level 25),"[{""evolves_to"": ""Palpitoad"", ""condition"": ""(Level 25)""}]"
palpitoad,Palpitoad,"[""Water"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/palpitoad.jpg,generation-v,Generation V,384.0,75.0,65.0,55.0,,,69.0,(Level 36),"[{""evolves_to"": ""Seismitoad"", ""condition"": ""(Level 36)""}]"
seismitoad,Seismitoad,"[""Water"", ""Ground""]",https://img.pokemondb.net/sprites/home/normal/2x/seismitoad.jpg,generation-v,Generation V,509.0,105.0,95.0,75.0,,,74.0,,[]
throh,Throh,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/throh.jpg,generation-v,Generation V,465.0,120.0,100.0,85.0,,,45.0,,
sawk,Sawk,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/sawk.jpg,generation-v,Generation V,465.0,75.0,125.0,75.0,,,85.0,,
sewaddle,Sewaddle,"[""Bug"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/sewaddle.jpg,generation-v,Generation V,310.0,45.0,53.0,70.0,,,42.0,(Level 20),"[{""evolves_to"": ""Swadloon"", ""condition"": ""(Level 20)""}]"
swadloon,Swadloon,"[""Bug"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/swadloon.jpg,generation-v,Generation V,380.0,55.0,63.0,90.0,,,42.0,(high Friendship),"[{""evolves_to"": ""Leavanny"", ""condition"": ""(high Friendship)""}]"
leavanny,Leavanny,"[""Bug"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/leavanny.jpg,generation-v,Generation V,500.0,75.0,103.0,80.0,,,92.0,,[]
venipede,Venipede,"[""Bug"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/venipede.jpg,generation-v,Generation V,260.0,30.0,45.0,59.0,,,57.0,(Level 22),"[{""evolves_to"": ""Whirlipede"", ""condition"": ""(Level 22)""}]"
whirlipede,Whirlipede,"[""Bug"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/whirlipede.jpg,generation-v,Generation V,360.0,40.0,55.0,99.0,,,47.0,(Level 30),"[{""evolves_to"": ""Scolipede"", ""condition"": ""(Level 30)""}]"
scolipede,Scolipede,"[""Bug"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/scolipede.jpg,generation-v,Generation V,485.0,60.0,100.0,89.0,,,112.0,,[]
cottonee,Cottonee,"[""Grass"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/cottonee.jpg,generation-v,Generation V,280.0,40.0,27.0,60.0,,,66.0,(use Sun Stone),"[{""evolves_to"": ""Whimsicott"", ""condition"": ""(use Sun Stone)""}]"
whimsicott,Whimsicott,"[""Grass"", ""Fairy""]",https://img.pokemondb.net/sprites/home/normal/2x/whimsicott.jpg,generation-v,Generation V,480.0,60.0,67.0,85.0,,,116.0,,[]
petilil,Petilil,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/petilil.jpg,generation-v,Generation V,280.0,45.0,35.0,50.0,,,30.0,,[]
lilligant,Lilligant,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/lilligant.jpg,generation-v,Generation V,480.0,70.0,60.0,75.0,,,90.0,,[]
basculin,Basculin,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/basculin.jpg,generation-v,Generation V,,,,,,,,,
sandile,Sandile,"[""Ground"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/sandile.jpg,generation-v,Generation V,292.0,50.0,72.0,35.0,,,65.0,(Level 29),"[{""evolves_to"": ""Krokorok"", ""condition"": ""(Level 29)""}]"
krokorok,Krokorok,"[""Ground"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/krokorok.jpg,generation-v,Generation V,351.0,60.0,82.0,45.0,,,74.0,(Level 40),"[{""evolves_to"": ""Krookodile"", ""condition"": ""(Level 40)""}]"
krookodile,Krookodile,"[""Ground"", ""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/krookodile.jpg,generation-v,Generation V,519.0,95.0,117.0,80.0,,,92.0,,[]
darumaka,Darumaka,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/darumaka.jpg,generation-v,Generation V,315.0,70.0,90.0,45.0,,,50.0,(Level 35),"[{""evolves_to"": ""Darmanitan (Standard Mode)"", ""condition"": ""(Level 35)""}]"
darmanitan,Darmanitan,"[""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/darmanitan.jpg,generation-v,Generation V,,,,,,,,,
maractus,Maractus,"[""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/maractus.jpg,generation-v,Generation V,461.0,75.0,86.0,67.0,,,60.0,,
dwebble,Dwebble,"[""Bug"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/dwebble.jpg,generation-v,Generation V,325.0,50.0,65.0,85.0,,,55.0,(Level 34),"[{""evolves_to"": ""Crustle"", ""condition"": ""(Level 34)""}]"
crustle,Crustle,"[""Bug"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/crustle.jpg,generation-v,Generation V,485.0,70.0,105.0,125.0,,,45.0,,[]
scraggy,Scraggy,"[""Dark"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/scraggy.jpg,generation-v,Generation V,348.0,50.0,75.0,70.0,,,48.0,(Level 39),"[{""evolves_to"": ""Scrafty"", ""condition"": ""(Level 39)""}]"
scrafty,Scrafty,"[""Dark"", ""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/scrafty.jpg,generation-v,Generation V,488.0,65.0,90.0,115.0,,,58.0,,[]
sigilyph,Sigilyph,"[""Psychic"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/sigilyph.jpg,generation-v,Generation V,490.0,72.0,58.0,80.0,,,97.0,,
yamask,Yamask,"[""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/yamask.jpg,generation-v,Generation V,303.0,38.0,30.0,85.0,,,30.0,(Level 34),"[{""evolves_to"": ""Cofagrigus"", ""condition"": ""(Level 34)""}]"
cofagrigus,Cofagrigus,"[""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/cofagrigus.jpg,generation-v,Generation V,483.0,58.0,50.0,145.0,,,30.0,,[]
tirtouga,Tirtouga,"[""Water"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/tirtouga.jpg,generation-v,Generation V,355.0,54.0,78.0,103.0,,,22.0,(Level 37),"[{""evolves_to"": ""Carracosta"", ""condition"": ""(Level 37)""}]"
carracosta,Carracosta,"[""Water"", ""Rock""]",https://img.pokemondb.net/sprites/home/normal/2x/carracosta.jpg,generation-v,Generation V,495.0,74.0,108.0,133.0,,,32.0,,[]
archen,Archen,"[""Rock"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/archen.jpg,generation-v,Generation V,401.0,55.0,112.0,45.0,,,70.0,(Level 37),"[{""evolves_to"": ""Archeops"", ""condition"": ""(Level 37)""}]"
archeops,Archeops,"[""Rock"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/archeops.jpg,generation-v,Generation V,567.0,75.0,140.0,65.0,,,110.0,,[]
trubbish,Trubbish,"[""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/trubbish.jpg,generation-v,Generation V,329.0,50.0,50.0,62.0,,,65.0,(Level 36),"[{""evolves_to"": ""Garbodor"", ""condition"": ""(Level 36)""}]"
garbodor,Garbodor,"[""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/garbodor.jpg,generation-v,Generation V,474.0,80.0,95.0,82.0,,,75.0,,[]
zorua,Zorua,"[""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/zorua.jpg,generation-v,Generation V,330.0,40.0,65.0,40.0,,,65.0,(Level 30),"[{""evolves_to"": ""Zoroark"", ""condition"": ""(Level 30)""}]"
zoroark,Zoroark,"[""Dark""]",https://img.pokemondb.net/sprites/home/normal/2x/zoroark.jpg,generation-v,Generation V,510.0,60.0,105.0,60.0,,,105.0,,[]
minccino,Minccino,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/minccino.jpg,generation-v,Generation V,300.0,55.0,50.0,40.0,,,75.0,(use Shiny Stone),"[{""evolves_to"": ""Cinccino"", ""condition"": ""(use Shiny Stone)""}]"
cinccino,Cinccino,"[""Normal""]",https://img.pokemondb.net/sprites/home/normal/2x/cinccino.jpg,generation-v,Generation V,470.0,75.0,95.0,60.0,,,115.0,,[]
gothita,Gothita,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/gothita.jpg,generation-v,Generation V,290.0,45.0,30.0,50.0,,,45.0,(Level 32),"[{""evolves_to"": ""Gothorita"", ""condition"": ""(Level 32)""}]"
gothorita,Gothorita,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/gothorita.jpg,generation-v,Generation V,390.0,60.0,45.0,70.0,,,55.0,(Level 41),"[{""evolves_to"": ""Gothitelle"", ""condition"": ""(Level 41)""}]"
gothitelle,Gothitelle,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/gothitelle.jpg,generation-v,Generation V,490.0,70.0,55.0,95.0,,,65.0,,[]
solosis,Solosis,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/solosis.jpg,generation-v,Generation V,290.0,45.0,30.0,40.0,,,20.0,(Level 32),"[{""evolves_to"": ""Duosion"", ""condition"": ""(Level 32)""}]"
duosion,Duosion,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/duosion.jpg,generation-v,Generation V,370.0,65.0,40.0,50.0,,,30.0,(Level 41),"[{""evolves_to"": ""Reuniclus"", ""condition"": ""(Level 41)""}]"
reuniclus,Reuniclus,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/reuniclus.jpg,generation-v,Generation V,490.0,110.0,65.0,75.0,,,30.0,,[]
ducklett,Ducklett,"[""Water"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/ducklett.jpg,generation-v,Generation V,305.0,62.0,44.0,50.0,,,55.0,(Level 35),"[{""evolves_to"": ""Swanna"", ""condition"": ""(Level 35)""}]"
swanna,Swanna,"[""Water"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/swanna.jpg,generation-v,Generation V,473.0,75.0,87.0,63.0,,,98.0,,[]
vanillite,Vanillite,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/vanillite.jpg,generation-v,Generation V,305.0,36.0,50.0,50.0,,,44.0,(Level 35),"[{""evolves_to"": ""Vanillish"", ""condition"": ""(Level 35)""}]"
vanillish,Vanillish,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/vanillish.jpg,generation-v,Generation V,395.0,51.0,65.0,65.0,,,59.0,(Level 47),"[{""evolves_to"": ""Vanilluxe"", ""condition"": ""(Level 47)""}]"
vanilluxe,Vanilluxe,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/vanilluxe.jpg,generation-v,Generation V,535.0,71.0,95.0,85.0,,,79.0,,[]
deerling,Deerling,"[""Normal"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/deerling.jpg,generation-v,Generation V,335.0,60.0,60.0,50.0,,,75.0,(Level 34),"[{""evolves_to"": ""Sawsbuck"", ""condition"": ""(Level 34)""}]"
sawsbuck,Sawsbuck,"[""Normal"", ""Grass""]",https://img.pokemondb.net/sprites/home/normal/2x/sawsbuck.jpg,generation-v,Generation V,475.0,80.0,100.0,70.0,,,95.0,,[]
emolga,Emolga,"[""Electric"", ""Flying""]",https://img.pokemondb.net/sprites/home/normal/2x/emolga.jpg,generation-v,Generation V,428.0,55.0,75.0,60.0,,,103.0,,
karrablast,Karrablast,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/karrablast.jpg,generation-v,Generation V,315.0,50.0,75.0,45.0,,,60.0,(Trade with Shelmet),"[{""evolves_to"": ""Escavalier"", ""condition"": ""(Trade with Shelmet)""}]"
escavalier,Escavalier,"[""Bug"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/escavalier.jpg,generation-v,Generation V,495.0,70.0,135.0,105.0,,,20.0,,[]
foongus,Foongus,"[""Grass"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/foongus.jpg,generation-v,Generation V,294.0,69.0,55.0,45.0,,,15.0,(Level 39),"[{""evolves_to"": ""Amoonguss"", ""condition"": ""(Level 39)""}]"
amoonguss,Amoonguss,"[""Grass"", ""Poison""]",https://img.pokemondb.net/sprites/home/normal/2x/amoonguss.jpg,generation-v,Generation V,464.0,114.0,85.0,70.0,,,30.0,,[]
frillish,Frillish,"[""Water"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/frillish.jpg,generation-v,Generation V,335.0,55.0,40.0,50.0,,,40.0,(Level 40),"[{""evolves_to"": ""Jellicent"", ""condition"": ""(Level 40)""}]"
jellicent,Jellicent,"[""Water"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/jellicent.jpg,generation-v,Generation V,480.0,100.0,60.0,70.0,,,60.0,,[]
alomomola,Alomomola,"[""Water""]",https://img.pokemondb.net/sprites/home/normal/2x/alomomola.jpg,generation-v,Generation V,470.0,165.0,75.0,80.0,,,65.0,,
joltik,Joltik,"[""Bug"", ""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/joltik.jpg,generation-v,Generation V,319.0,50.0,47.0,50.0,,,65.0,(Level 36),"[{""evolves_to"": ""Galvantula"", ""condition"": ""(Level 36)""}]"
galvantula,Galvantula,"[""Bug"", ""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/galvantula.jpg,generation-v,Generation V,472.0,70.0,77.0,60.0,,,108.0,,[]
ferroseed,Ferroseed,"[""Grass"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/ferroseed.jpg,generation-v,Generation V,305.0,44.0,50.0,91.0,,,10.0,(Level 40),"[{""evolves_to"": ""Ferrothorn"", ""condition"": ""(Level 40)""}]"
ferrothorn,Ferrothorn,"[""Grass"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/ferrothorn.jpg,generation-v,Generation V,489.0,74.0,94.0,131.0,,,20.0,,[]
klink,Klink,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/klink.jpg,generation-v,Generation V,300.0,40.0,55.0,70.0,,,30.0,(Level 38),"[{""evolves_to"": ""Klang"", ""condition"": ""(Level 38)""}]"
klang,Klang,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/klang.jpg,generation-v,Generation V,440.0,60.0,80.0,95.0,,,50.0,(Level 49),"[{""evolves_to"": ""Klinklang"", ""condition"": ""(Level 49)""}]"
klinklang,Klinklang,"[""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/klinklang.jpg,generation-v,Generation V,520.0,60.0,100.0,115.0,,,90.0,,[]
tynamo,Tynamo,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/tynamo.jpg,generation-v,Generation V,275.0,35.0,55.0,40.0,,,60.0,(Level 39),"[{""evolves_to"": ""Eelektrik"", ""condition"": ""(Level 39)""}]"
eelektrik,Eelektrik,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/eelektrik.jpg,generation-v,Generation V,405.0,65.0,85.0,70.0,,,40.0,(use Thunder Stone),"[{""evolves_to"": ""Eelektross"", ""condition"": ""(use Thunder Stone)""}]"
eelektross,Eelektross,"[""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/eelektross.jpg,generation-v,Generation V,515.0,85.0,115.0,80.0,,,50.0,,[]
elgyem,Elgyem,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/elgyem.jpg,generation-v,Generation V,335.0,55.0,55.0,55.0,,,30.0,(Level 42),"[{""evolves_to"": ""Beheeyem"", ""condition"": ""(Level 42)""}]"
beheeyem,Beheeyem,"[""Psychic""]",https://img.pokemondb.net/sprites/home/normal/2x/beheeyem.jpg,generation-v,Generation V,485.0,75.0,75.0,75.0,,,40.0,,[]
litwick,Litwick,"[""Ghost"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/litwick.jpg,generation-v,Generation V,275.0,50.0,30.0,55.0,,,20.0,(Level 41),"[{""evolves_to"": ""Lampent"", ""condition"": ""(Level 41)""}]"
lampent,Lampent,"[""Ghost"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/lampent.jpg,generation-v,Generation V,370.0,60.0,40.0,60.0,,,55.0,(use Dusk Stone),"[{""evolves_to"": ""Chandelure"", ""condition"": ""(use Dusk Stone)""}]"
chandelure,Chandelure,"[""Ghost"", ""Fire""]",https://img.pokemondb.net/sprites/home/normal/2x/chandelure.jpg,generation-v,Generation V,520.0,60.0,55.0,90.0,,,80.0,,[]
axew,Axew,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/axew.jpg,generation-v,Generation V,320.0,46.0,87.0,60.0,,,57.0,(Level 38),"[{""evolves_to"": ""Fraxure"", ""condition"": ""(Level 38)""}]"
fraxure,Fraxure,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/fraxure.jpg,generation-v,Generation V,410.0,66.0,117.0,70.0,,,67.0,(Level 48),"[{""evolves_to"": ""Haxorus"", ""condition"": ""(Level 48)""}]"
haxorus,Haxorus,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/haxorus.jpg,generation-v,Generation V,540.0,76.0,147.0,90.0,,,97.0,,[]
cubchoo,Cubchoo,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/cubchoo.jpg,generation-v,Generation V,305.0,55.0,70.0,40.0,,,40.0,(Level 37),"[{""evolves_to"": ""Beartic"", ""condition"": ""(Level 37)""}]"
beartic,Beartic,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/beartic.jpg,generation-v,Generation V,505.0,95.0,130.0,80.0,,,50.0,,[]
cryogonal,Cryogonal,"[""Ice""]",https://img.pokemondb.net/sprites/home/normal/2x/cryogonal.jpg,generation-v,Generation V,515.0,80.0,50.0,50.0,,,105.0,,
shelmet,Shelmet,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/shelmet.jpg,generation-v,Generation V,305.0,50.0,40.0,85.0,,,25.0,(Trade with Karrablast),"[{""evolves_to"": ""Accelgor"", ""condition"": ""(Trade with Karrablast)""}]"
accelgor,Accelgor,"[""Bug""]",https://img.pokemondb.net/sprites/home/normal/2x/accelgor.jpg,generation-v,Generation V,495.0,80.0,70.0,40.0,,,145.0,,[]
stunfisk,Stunfisk,"[""Ground"", ""Electric""]",https://img.pokemondb.net/sprites/home/normal/2x/stunfisk.jpg,generation-v,Generation V,471.0,109.0,66.0,84.0,,,32.0,,
mienfoo,Mienfoo,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/mienfoo.jpg,generation-v,Generation V,350.0,45.0,85.0,50.0,,,65.0,(Level 50),"[{""evolves_to"": ""Mienshao"", ""condition"": ""(Level 50)""}]"
mienshao,Mienshao,"[""Fighting""]",https://img.pokemondb.net/sprites/home/normal/2x/mienshao.jpg,generation-v,Generation V,510.0,65.0,125.0,60.0,,,105.0,,[]
druddigon,Druddigon,"[""Dragon""]",https://img.pokemondb.net/sprites/home/normal/2x/druddigon.jpg,generation-v,Generation V,485.0,77.0,120.0,90.0,,,48.0,,
golett,Golett,"[""Ground"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/golett.jpg,generation-v,Generation V,303.0,59.0,74.0,50.0,,,35.0,(Level 43),"[{""evolves_to"": ""Golurk"", ""condition"": ""(Level 43)""}]"
golurk,Golurk,"[""Ground"", ""Ghost""]",https://img.pokemondb.net/sprites/home/normal/2x/golurk.jpg,generation-v,Generation V,483.0,89.0,124.0,80.0,,,55.0,,[]
pawniard,Pawniard,"[""Dark"", ""Steel""]",https://img.pokemondb.net/sprites/home/normal/2x/pawniard.jpg,generation-v,Generation V,340.0,45.0,85.0,70.0,,,60.0,(Level 52),"[{""evolves_to"": ""Bisharp"", ""condition"": ""(Level 52)""}]"
